"Subject" "Activity" "variable" "avg"
"7076" "16" "SITTING" "tBodyGyroJerkMag-std" -0.988261252608696
"7077" "16" "LAYING" "tBodyGyroJerkMag-std" -0.988212425428571
"7078" "16" "WALKING" "tBodyGyroJerkMag-std" -0.722808438431373
"7079" "16" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.595822214468085
"7080" "16" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.797293228431373
"7081" "17" "STANDING" "tBodyGyroJerkMag-std" -0.992372117307692
"7082" "17" "SITTING" "tBodyGyroJerkMag-std" -0.994446755625
"7083" "17" "LAYING" "tBodyGyroJerkMag-std" -0.982038121126761
"7084" "17" "WALKING" "tBodyGyroJerkMag-std" -0.53970849147541
"7085" "17" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.592319490869565
"7086" "17" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.68231162875
"7087" "19" "STANDING" "tBodyGyroJerkMag-std" -0.983069427945205
"7088" "19" "SITTING" "tBodyGyroJerkMag-std" -0.985831284657534
"7089" "19" "LAYING" "tBodyGyroJerkMag-std" -0.980245510843374
"7090" "19" "WALKING" "tBodyGyroJerkMag-std" -0.271487480103846
"7091" "19" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.0438985022538462
"7092" "19" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.50740029025
"7093" "21" "STANDING" "tBodyGyroJerkMag-std" -0.976153687752809
"7094" "21" "SITTING" "tBodyGyroJerkMag-std" -0.990302232705882
"7095" "21" "LAYING" "tBodyGyroJerkMag-std" -0.982246471555556
"7096" "21" "WALKING" "tBodyGyroJerkMag-std" -0.450369988846154
"7097" "21" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.509130858444444
"7098" "21" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.647723419148936
"7099" "22" "STANDING" "tBodyGyroJerkMag-std" -0.966086148412698
"7100" "22" "SITTING" "tBodyGyroJerkMag-std" -0.976503766290323
"7101" "22" "LAYING" "tBodyGyroJerkMag-std" -0.974201690972222
"7102" "22" "WALKING" "tBodyGyroJerkMag-std" -0.503106312391304
"7103" "22" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.617659355833333
"7104" "22" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.675633024285714
"7105" "23" "STANDING" "tBodyGyroJerkMag-std" -0.972387365294118
"7106" "23" "SITTING" "tBodyGyroJerkMag-std" -0.979226997941177
"7107" "23" "LAYING" "tBodyGyroJerkMag-std" -0.981314831666667
"7108" "23" "WALKING" "tBodyGyroJerkMag-std" 0.250173204117966
"7109" "23" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" 0.0594908483888889
"7110" "23" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.551275188627451
"7111" "25" "STANDING" "tBodyGyroJerkMag-std" -0.983230809594595
"7112" "25" "SITTING" "tBodyGyroJerkMag-std" -0.991766403076923
"7113" "25" "LAYING" "tBodyGyroJerkMag-std" -0.96830952260274
"7114" "25" "WALKING" "tBodyGyroJerkMag-std" -0.757032544864865
"7115" "25" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.67960595137931
"7116" "25" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.824883302769231
"7117" "26" "STANDING" "tBodyGyroJerkMag-std" -0.984253792432432
"7118" "26" "SITTING" "tBodyGyroJerkMag-std" -0.994033207051282
"7119" "26" "LAYING" "tBodyGyroJerkMag-std" -0.989917354473684
"7120" "26" "WALKING" "tBodyGyroJerkMag-std" -0.603468672372881
"7121" "26" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.463140795
"7122" "26" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.661829656545455
"7123" "27" "STANDING" "tBodyGyroJerkMag-std" -0.988819784
"7124" "27" "SITTING" "tBodyGyroJerkMag-std" -0.992112829571429
"7125" "27" "LAYING" "tBodyGyroJerkMag-std" -0.993484313243243
"7126" "27" "WALKING" "tBodyGyroJerkMag-std" -0.618718628596491
"7127" "27" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.465807533547727
"7128" "27" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.724671165490196
"7129" "28" "STANDING" "tBodyGyroJerkMag-std" -0.956266480126582
"7130" "28" "SITTING" "tBodyGyroJerkMag-std" -0.978441918333333
"7131" "28" "LAYING" "tBodyGyroJerkMag-std" -0.96977327725
"7132" "28" "WALKING" "tBodyGyroJerkMag-std" -0.579861194259259
"7133" "28" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.407132335434783
"7134" "28" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.670132120784314
"7135" "29" "STANDING" "tBodyGyroJerkMag-std" -0.991453632153846
"7136" "29" "SITTING" "tBodyGyroJerkMag-std" -0.994905344
"7137" "29" "LAYING" "tBodyGyroJerkMag-std" -0.997666071594203
"7138" "29" "WALKING" "tBodyGyroJerkMag-std" -0.612222937169811
"7139" "29" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.59705704875
"7140" "29" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.712846318367347
"7141" "30" "STANDING" "tBodyGyroJerkMag-std" -0.955995671864407
"7142" "30" "SITTING" "tBodyGyroJerkMag-std" -0.991280225
"7143" "30" "LAYING" "tBodyGyroJerkMag-std" -0.976177142571429
"7144" "30" "WALKING" "tBodyGyroJerkMag-std" -0.546977272307692
"7145" "30" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.617662073548387
"7146" "30" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.774439096769231
"7147" "2" "STANDING" "tBodyGyroJerkMag-std" -0.977204427777778
"7148" "2" "SITTING" "tBodyGyroJerkMag-std" -0.989594919565217
"7149" "2" "LAYING" "tBodyGyroJerkMag-std" -0.989718095208333
"7150" "2" "WALKING" "tBodyGyroJerkMag-std" -0.557798151355932
"7151" "2" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.343187875404255
"7152" "2" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.597291719166667
"7153" "4" "STANDING" "tBodyGyroJerkMag-std" -0.964282784285714
"7154" "4" "SITTING" "tBodyGyroJerkMag-std" -0.9758066902
"7155" "4" "LAYING" "tBodyGyroJerkMag-std" -0.982698213703704
"7156" "4" "WALKING" "tBodyGyroJerkMag-std" -0.7301463685
"7157" "4" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.637079543555556
"7158" "4" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.755270457692308
"7159" "9" "STANDING" "tBodyGyroJerkMag-std" -0.965287050888889
"7160" "9" "SITTING" "tBodyGyroJerkMag-std" -0.9663610734
"7161" "9" "LAYING" "tBodyGyroJerkMag-std" -0.9528015598
"7162" "9" "WALKING" "tBodyGyroJerkMag-std" -0.599866472692308
"7163" "9" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.455855425238095
"7164" "9" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.748651255510204
"7165" "10" "STANDING" "tBodyGyroJerkMag-std" -0.964409410454545
"7166" "10" "SITTING" "tBodyGyroJerkMag-std" -0.991696196481481
"7167" "10" "LAYING" "tBodyGyroJerkMag-std" -0.959632931551724
"7168" "10" "WALKING" "tBodyGyroJerkMag-std" -0.501027916603774
"7169" "10" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.494105756315789
"7170" "10" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.618272355319149
"7171" "12" "STANDING" "tBodyGyroJerkMag-std" -0.961923171967213
"7172" "12" "SITTING" "tBodyGyroJerkMag-std" -0.978260535882353
"7173" "12" "LAYING" "tBodyGyroJerkMag-std" -0.962012018333333
"7174" "12" "WALKING" "tBodyGyroJerkMag-std" -0.5488904506
"7175" "12" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.452449935
"7176" "12" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.713406712307692
"7177" "13" "STANDING" "tBodyGyroJerkMag-std" -0.976197659649123
"7178" "13" "SITTING" "tBodyGyroJerkMag-std" -0.991414934897959
"7179" "13" "LAYING" "tBodyGyroJerkMag-std" -0.975113305645161
"7180" "13" "WALKING" "tBodyGyroJerkMag-std" -0.322118379807018
"7181" "13" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.27649151037234
"7182" "13" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.669216383090909
"7183" "18" "STANDING" "tBodyGyroJerkMag-std" -0.988519665753425
"7184" "18" "SITTING" "tBodyGyroJerkMag-std" -0.994868913508772
"7185" "18" "LAYING" "tBodyGyroJerkMag-std" -0.992153054
"7186" "18" "WALKING" "tBodyGyroJerkMag-std" -0.726591779107143
"7187" "18" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.744159518909091
"7188" "18" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.835525127931035
"7189" "20" "STANDING" "tBodyGyroJerkMag-std" -0.926328788356164
"7190" "20" "SITTING" "tBodyGyroJerkMag-std" -0.97507615
"7191" "20" "LAYING" "tBodyGyroJerkMag-std" -0.981079301617647
"7192" "20" "WALKING" "tBodyGyroJerkMag-std" -0.149864146847059
"7193" "20" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.275591880382222
"7194" "20" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.455396068627451
"7195" "24" "STANDING" "tBodyGyroJerkMag-std" -0.979995718695652
"7196" "24" "SITTING" "tBodyGyroJerkMag-std" -0.990724530735294
"7197" "24" "LAYING" "tBodyGyroJerkMag-std" -0.978659102222222
"7198" "24" "WALKING" "tBodyGyroJerkMag-std" -0.556022765862069
"7199" "24" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std" -0.459159852363636
"7200" "24" "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std" -0.638180352881356
"7201" "1" "STANDING" "fBodyAcc-mean-X" -0.995249932641509
"7202" "1" "SITTING" "fBodyAcc-mean-X" -0.979641238723404
"7203" "1" "LAYING" "fBodyAcc-mean-X" -0.9390990524
"7204" "1" "WALKING" "fBodyAcc-mean-X" -0.202794306326316
"7205" "1" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.0382291831510204
"7206" "1" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.404321784150943
"7207" "3" "STANDING" "fBodyAcc-mean-X" -0.960123409508197
"7208" "3" "SITTING" "fBodyAcc-mean-X" -0.970154440961538
"7209" "3" "LAYING" "fBodyAcc-mean-X" -0.980665609032258
"7210" "3" "WALKING" "fBodyAcc-mean-X" -0.316614011689655
"7211" "3" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.0421706943244898
"7212" "3" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.392004211474576
"7213" "5" "STANDING" "fBodyAcc-mean-X" -0.964500917321429
"7214" "5" "SITTING" "fBodyAcc-mean-X" -0.977450812045455
"7215" "5" "LAYING" "fBodyAcc-mean-X" -0.968741678461538
"7216" "5" "WALKING" "fBodyAcc-mean-X" -0.287782607410714
"7217" "5" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.0984320090212766
"7218" "5" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.161485339978723
"7219" "6" "STANDING" "fBodyAcc-mean-X" -0.977100287368421
"7220" "6" "SITTING" "fBodyAcc-mean-X" -0.975351454727273
"7221" "6" "LAYING" "fBodyAcc-mean-X" -0.939114254210526
"7222" "6" "WALKING" "fBodyAcc-mean-X" -0.187934323140351
"7223" "6" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.328308506041667
"7224" "6" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.131075372803922
"7225" "7" "STANDING" "fBodyAcc-mean-X" -0.976681834339623
"7226" "7" "SITTING" "fBodyAcc-mean-X" -0.972697126875
"7227" "7" "LAYING" "fBodyAcc-mean-X" -0.953424245576923
"7228" "7" "WALKING" "fBodyAcc-mean-X" -0.343048405789474
"7229" "7" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.0443428315319149
"7230" "7" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.336199426470588
"7231" "8" "STANDING" "fBodyAcc-mean-X" -0.988219862222222
"7232" "8" "SITTING" "fBodyAcc-mean-X" -0.981142909782609
"7233" "8" "LAYING" "fBodyAcc-mean-X" -0.953538563888889
"7234" "8" "WALKING" "fBodyAcc-mean-X" -0.247389011875
"7235" "8" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.136590199860526
"7236" "8" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.166411065387805
"7237" "11" "STANDING" "fBodyAcc-mean-X" -0.993808050638298
"7238" "11" "SITTING" "fBodyAcc-mean-X" -0.981481454339623
"7239" "11" "LAYING" "fBodyAcc-mean-X" -0.983801365614035
"7240" "11" "WALKING" "fBodyAcc-mean-X" -0.396533731864407
"7241" "11" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.0351937228130435
"7242" "11" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.355348902222222
"7243" "14" "STANDING" "fBodyAcc-mean-X" -0.9726995625
"7244" "14" "SITTING" "fBodyAcc-mean-X" -0.976456609259259
"7245" "14" "LAYING" "fBodyAcc-mean-X" -0.933936178235294
"7246" "14" "WALKING" "fBodyAcc-mean-X" -0.421498172542373
"7247" "14" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.0212541553977778
"7248" "14" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.323508442240741
"7249" "15" "STANDING" "fBodyAcc-mean-X" -0.986724998867925
"7250" "15" "SITTING" "fBodyAcc-mean-X" -0.986619609491525
"7251" "15" "LAYING" "fBodyAcc-mean-X" -0.974016176527778
"7252" "15" "WALKING" "fBodyAcc-mean-X" -0.31744092037037
"7253" "15" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.235309825547619
"7254" "15" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.0746328434375
"7255" "16" "STANDING" "fBodyAcc-mean-X" -0.989427670897436
"7256" "16" "SITTING" "fBodyAcc-mean-X" -0.987043828985507
"7257" "16" "LAYING" "fBodyAcc-mean-X" -0.980213187428571
"7258" "16" "WALKING" "fBodyAcc-mean-X" -0.394790433529412
"7259" "16" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.0368263528276596
"7260" "16" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.474984014705882
"7261" "17" "STANDING" "fBodyAcc-mean-X" -0.990927533846154
"7262" "17" "SITTING" "fBodyAcc-mean-X" -0.9939693815625
"7263" "17" "LAYING" "fBodyAcc-mean-X" -0.974359280140845
"7264" "17" "WALKING" "fBodyAcc-mean-X" -0.360991674918033
"7265" "17" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.0226239171245652
"7266" "17" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.1397522212625
"7267" "19" "STANDING" "fBodyAcc-mean-X" -0.987352048356164
"7268" "19" "SITTING" "fBodyAcc-mean-X" -0.979238031780822
"7269" "19" "LAYING" "fBodyAcc-mean-X" -0.97453373
"7270" "19" "WALKING" "fBodyAcc-mean-X" -0.0299815666923077
"7271" "19" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.537012022051282
"7272" "19" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.15687949467775
"7273" "21" "STANDING" "fBodyAcc-mean-X" -0.978327686179775
"7274" "21" "SITTING" "fBodyAcc-mean-X" -0.990610228
"7275" "21" "LAYING" "fBodyAcc-mean-X" -0.968234375555556
"7276" "21" "WALKING" "fBodyAcc-mean-X" -0.273496158519231
"7277" "21" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.104323529982222
"7278" "21" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.319169340234043
"7279" "22" "STANDING" "fBodyAcc-mean-X" -0.980373909206349
"7280" "22" "SITTING" "fBodyAcc-mean-X" -0.978505368225806
"7281" "22" "LAYING" "fBodyAcc-mean-X" -0.953758542777778
"7282" "22" "WALKING" "fBodyAcc-mean-X" -0.0994928588891304
"7283" "22" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.195348406222222
"7284" "22" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.0553996485285714
"7285" "23" "STANDING" "fBodyAcc-mean-X" -0.983627197058824
"7286" "23" "SITTING" "fBodyAcc-mean-X" -0.986325670882353
"7287" "23" "LAYING" "fBodyAcc-mean-X" -0.970037238333333
"7288" "23" "WALKING" "fBodyAcc-mean-X" -0.275404187920339
"7289" "23" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.205428216353704
"7290" "23" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.272605689568627
"7291" "25" "STANDING" "fBodyAcc-mean-X" -0.990093202837838
"7292" "25" "SITTING" "fBodyAcc-mean-X" -0.991405498153846
"7293" "25" "LAYING" "fBodyAcc-mean-X" -0.929147371232877
"7294" "25" "WALKING" "fBodyAcc-mean-X" -0.609038908918919
"7295" "25" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.372245192931034
"7296" "25" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.521649838769231
"7297" "26" "STANDING" "fBodyAcc-mean-X" -0.991993372297297
"7298" "26" "SITTING" "fBodyAcc-mean-X" -0.982579546025641
"7299" "26" "LAYING" "fBodyAcc-mean-X" -0.973262289210526
"7300" "26" "WALKING" "fBodyAcc-mean-X" -0.321959549661017
"7301" "26" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.022800096142
"7302" "26" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.242820756127273
"7303" "27" "STANDING" "fBodyAcc-mean-X" -0.99012181225
"7304" "27" "SITTING" "fBodyAcc-mean-X" -0.988682108428571
"7305" "27" "LAYING" "fBodyAcc-mean-X" -0.980631846891892
"7306" "27" "WALKING" "fBodyAcc-mean-X" -0.308702374385965
"7307" "27" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.0829831545090909
"7308" "27" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.417607401176471
"7309" "28" "STANDING" "fBodyAcc-mean-X" -0.97251980164557
"7310" "28" "SITTING" "fBodyAcc-mean-X" -0.979820142638889
"7311" "28" "LAYING" "fBodyAcc-mean-X" -0.9739308675
"7312" "28" "WALKING" "fBodyAcc-mean-X" -0.280062182962963
"7313" "28" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.0890721752173913
"7314" "28" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.266101343372549
"7315" "29" "STANDING" "fBodyAcc-mean-X" -0.995024039692308
"7316" "29" "SITTING" "fBodyAcc-mean-X" -0.991093963666667
"7317" "29" "LAYING" "fBodyAcc-mean-X" -0.986626999275362
"7318" "29" "WALKING" "fBodyAcc-mean-X" -0.135819505761321
"7319" "29" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.110663200244167
"7320" "29" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.109793480008163
"7321" "30" "STANDING" "fBodyAcc-mean-X" -0.972014050847458
"7322" "30" "SITTING" "fBodyAcc-mean-X" -0.985008785
"7323" "30" "LAYING" "fBodyAcc-mean-X" -0.974789999285714
"7324" "30" "WALKING" "fBodyAcc-mean-X" -0.351402910907692
"7325" "30" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.106966957087097
"7326" "30" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.420402828153846
"7327" "2" "STANDING" "fBodyAcc-mean-X" -0.983946739814815
"7328" "2" "SITTING" "fBodyAcc-mean-X" -0.985803840652174
"7329" "2" "LAYING" "fBodyAcc-mean-X" -0.976725059791667
"7330" "2" "WALKING" "fBodyAcc-mean-X" -0.346048161016949
"7331" "2" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.112841160325532
"7332" "2" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.266720933270833
"7333" "4" "STANDING" "fBodyAcc-mean-X" -0.973497549642857
"7334" "4" "SITTING" "fBodyAcc-mean-X" -0.9774624984
"7335" "4" "LAYING" "fBodyAcc-mean-X" -0.958802077592593
"7336" "4" "WALKING" "fBodyAcc-mean-X" -0.426719449666667
"7337" "4" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.0722392276888889
"7338" "4" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.294488270365385
"7339" "9" "STANDING" "fBodyAcc-mean-X" -0.971662692
"7340" "9" "SITTING" "fBodyAcc-mean-X" -0.959413594
"7341" "9" "LAYING" "fBodyAcc-mean-X" -0.946865494
"7342" "9" "WALKING" "fBodyAcc-mean-X" -0.294711163653846
"7343" "9" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.103128506197619
"7344" "9" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.342735952653061
"7345" "10" "STANDING" "fBodyAcc-mean-X" -0.970099814318182
"7346" "10" "SITTING" "fBodyAcc-mean-X" -0.984943144259259
"7347" "10" "LAYING" "fBodyAcc-mean-X" -0.96918420862069
"7348" "10" "WALKING" "fBodyAcc-mean-X" -0.114190001283019
"7349" "10" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.215665273157895
"7350" "10" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.139410790617021
"7351" "12" "STANDING" "fBodyAcc-mean-X" -0.976469472295082
"7352" "12" "SITTING" "fBodyAcc-mean-X" -0.97966614372549
"7353" "12" "LAYING" "fBodyAcc-mean-X" -0.956248487666667
"7354" "12" "WALKING" "fBodyAcc-mean-X" -0.05435763951
"7355" "12" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" 0.0235049348717391
"7356" "12" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.321447925192308
"7357" "13" "STANDING" "fBodyAcc-mean-X" -0.989425965614035
"7358" "13" "SITTING" "fBodyAcc-mean-X" -0.990135477755102
"7359" "13" "LAYING" "fBodyAcc-mean-X" -0.974716920483871
"7360" "13" "WALKING" "fBodyAcc-mean-X" -0.335030121052632
"7361" "13" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.0726602663212766
"7362" "13" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.382460736363636
"7363" "18" "STANDING" "fBodyAcc-mean-X" -0.990409919315068
"7364" "18" "SITTING" "fBodyAcc-mean-X" -0.993144920175439
"7365" "18" "LAYING" "fBodyAcc-mean-X" -0.985179972153846
"7366" "18" "WALKING" "fBodyAcc-mean-X" -0.37147515625
"7367" "18" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.350086793272727
"7368" "18" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.465097261896552
"7369" "20" "STANDING" "fBodyAcc-mean-X" -0.96193272890411
"7370" "20" "SITTING" "fBodyAcc-mean-X" -0.981203064242424
"7371" "20" "LAYING" "fBodyAcc-mean-X" -0.965728781617647
"7372" "20" "WALKING" "fBodyAcc-mean-X" -0.147404272166667
"7373" "20" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.0343309987555556
"7374" "20" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.140439074776471
"7375" "24" "STANDING" "fBodyAcc-mean-X" -0.984183633623188
"7376" "24" "SITTING" "fBodyAcc-mean-X" -0.989529506764706
"7377" "24" "LAYING" "fBodyAcc-mean-X" -0.975893687083333
"7378" "24" "WALKING" "fBodyAcc-mean-X" -0.492419802586207
"7379" "24" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-X" -0.222324293454545
"7380" "24" "WALKING_UPSTAIRS" "fBodyAcc-mean-X" -0.395790553898305
"7381" "1" "STANDING" "fBodyAcc-mean-Y" -0.977070847735849
"7382" "1" "SITTING" "fBodyAcc-mean-Y" -0.944084550425532
"7383" "1" "LAYING" "fBodyAcc-mean-Y" -0.86706520518
"7384" "1" "WALKING" "fBodyAcc-mean-Y" 0.0897127264021053
"7385" "1" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" 0.00154990783591837
"7386" "1" "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" -0.190976720811321
"7387" "3" "STANDING" "fBodyAcc-mean-Y" -0.908075353770492
"7388" "3" "SITTING" "fBodyAcc-mean-Y" -0.891907751346154
"7389" "3" "LAYING" "fBodyAcc-mean-Y" -0.961169982903226
"7390" "3" "WALKING" "fBodyAcc-mean-Y" -0.0813024353275862
"7391" "3" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" -0.00770048300204082
"7392" "3" "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" -0.0788094156644068
"7393" "5" "STANDING" "fBodyAcc-mean-Y" -0.890796360535714
"7394" "5" "SITTING" "fBodyAcc-mean-Y" -0.921434735681818
"7395" "5" "LAYING" "fBodyAcc-mean-Y" -0.965419520961538
"7396" "5" "WALKING" "fBodyAcc-mean-Y" 0.00946037755178572
"7397" "5" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" 0.0792280694042553
"7398" "5" "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" 0.0728903158085106
"7399" "6" "STANDING" "fBodyAcc-mean-Y" -0.930336471754386
"7400" "6" "SITTING" "fBodyAcc-mean-Y" -0.928264365454545
"7401" "6" "LAYING" "fBodyAcc-mean-Y" -0.923706791403509
"7402" "6" "WALKING" "fBodyAcc-mean-Y" 0.140781621991228
"7403" "6" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" 0.339771173822917
"7404" "6" "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" 0.0978035099588235
"7405" "7" "STANDING" "fBodyAcc-mean-Y" -0.941883783773585
"7406" "7" "SITTING" "fBodyAcc-mean-Y" -0.93149063375
"7407" "7" "LAYING" "fBodyAcc-mean-Y" -0.942193953846154
"7408" "7" "WALKING" "fBodyAcc-mean-Y" -0.0641564202736842
"7409" "7" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" -0.145302311446808
"7410" "7" "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" -0.381590523137255
"7411" "8" "STANDING" "fBodyAcc-mean-Y" -0.9500491
"7412" "8" "SITTING" "fBodyAcc-mean-Y" -0.94421971826087
"7413" "8" "LAYING" "fBodyAcc-mean-Y" -0.951816663703704
"7414" "8" "WALKING" "fBodyAcc-mean-Y" 0.316982393333333
"7415" "8" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" 0.388412779763158
"7416" "8" "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" 0.263431399878049
"7417" "11" "STANDING" "fBodyAcc-mean-Y" -0.968703072553191
"7418" "11" "SITTING" "fBodyAcc-mean-Y" -0.934503182830189
"7419" "11" "LAYING" "fBodyAcc-mean-Y" -0.971403935438596
"7420" "11" "WALKING" "fBodyAcc-mean-Y" -0.0830478435976271
"7421" "11" "WALKING_DOWNSTAIRS" "fBodyAcc-mean-Y" 0.0247508134326087
"7422" "11" "WALKING_UPSTAIRS" "fBodyAcc-mean-Y" -0.254645206944444
"7423" "14" "STANDING" "fBodyAcc-mean-Y" -0.942178248333333
